index,accuracy,f1,time,ansatz,optimizer,featuremap,entanglement,entanglement_featuremap,iterations,preprocessing,number_init
14,0.3023255813953488,0.3398976038005361,1430.3038775920868,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,full,1000,lda,0.15000000000000002
14,0.27906976744186046,0.3023219674382466,1431.5284905433655,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,full,1000,lda,0.2
14,0.18604651162790697,0.21691331923890064,1433.050323009491,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,full,1000,lda,0.25
15,0.2558139534883721,0.2707641196013289,1235.24271941185,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,linear,1000,lda,0.05
15,0.18604651162790697,0.18876472364844457,1234.53080368042,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,linear,1000,lda,0.1
15,0.16279069767441862,0.19966777408637879,1235.7546608448029,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,linear,1000,lda,0.15000000000000002
15,0.13953488372093023,0.1461794019933555,1235.2629797458649,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,linear,1000,lda,0.2
15,0.2558139534883721,0.2813953488372093,1234.7883098125458,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,linear,1000,lda,0.25
16,0.20930232558139536,0.22879962414846133,1291.5087578296661,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,circular,1000,lda,0.05
16,0.18604651162790697,0.19954039893372552,1279.4897072315216,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,circular,1000,lda,0.1
16,0.20930232558139536,0.22281459692986488,1276.1549928188324,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,circular,1000,lda,0.15000000000000002
16,0.18604651162790697,0.1991365560627441,1292.085650920868,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,circular,1000,lda,0.2
16,0.23255813953488372,0.2496124031007752,1281.0302550792694,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,circular,1000,lda,0.25
17,0.23255813953488372,0.26257928118393237,1250.4969637393951,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,pairwise,1000,lda,0.05
17,0.2558139534883721,0.26966010733452594,1255.0520746707916,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,pairwise,1000,lda,0.1
17,0.23255813953488372,0.21525044722719144,1243.2555508613586,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,pairwise,1000,lda,0.15000000000000002
17,0.11627906976744186,0.12523951500695685,1249.9652590751648,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,pairwise,1000,lda,0.2
17,0.09302325581395349,0.09234917425008426,1253.0377116203308,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,pairwise,1000,lda,0.25
18,0.37209302325581395,0.4016100178890877,1299.040001630783,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,sca,1000,lda,0.05
18,0.23255813953488372,0.2552498664126571,1274.0699126720428,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,sca,1000,lda,0.1
18,0.18604651162790697,0.19254621347644602,1294.983062505722,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,sca,1000,lda,0.15000000000000002
18,0.13953488372093023,0.16460283902144368,1283.0806815624237,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,sca,1000,lda,0.2
18,0.2558139534883721,0.2626094835397161,1277.8311483860016,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,sca,1000,lda,0.25
19,0.18604651162790697,0.1954595791805094,1454.0760152339935,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,sca,full,1000,lda,0.05
19,0.3023255813953488,0.3176744186046512,1452.5942561626434,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,sca,full,997,lda,0.1
